time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1988-02-24T03:52:03.290Z,13.477,124.616,24.9,7.3,mw,,,,1,us,usp0003da3,2017-04-26T17:41:47.523Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,hrv
1988-02-26T06:17:31.530Z,-37.319,47.989,10,6.8,mw,,,,1.1,us,usp0003dc5,2016-11-09T01:05:19.727Z,Southwest Indian Ridge,earthquake,,,,,reviewed,us,hrv
1988-02-29T05:31:41.470Z,55.149,167.43,33,6.9,mw,,,,1.1,us,usp0003df7,2016-11-10T00:27:26.638Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,hrv
1988-03-06T22:35:38.140Z,56.953,-143.032,10,7.8,mw,,,,,us,usp0003dnb,2019-03-28T19:56:41.815Z,Gulf of Alaska,earthquake,,,,,reviewed,ags,hrv
1988-03-10T06:17:23.310Z,10.402,-60.587,56.2,6.7,mw,,,,1.1,us,usp0003dsq,2017-04-26T17:41:48.735Z,"Trinidad region, Trinidad and Tobago",earthquake,,,,,reviewed,us,nc
1988-03-10T10:25:05.300Z,-20.917,-178.645,623,6.6,mw,,,,1.1,us,usp0003dte,2016-11-10T00:28:21.655Z,Fiji region,earthquake,,,,,reviewed,us,hrv
1988-03-21T23:31:21.680Z,77.601,125.451,10,6.5,mw,,,,0.9,us,usp0003e6c,2016-11-10T00:29:34.266Z,Laptev Sea,earthquake,,,,,reviewed,us,nc
1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1,mw,,,,1.2,us,usp0003ezg,2017-04-26T17:41:55.443Z,near the coast of southern Peru,earthquake,,,,,reviewed,us,hrv
1988-05-06T14:46:17.010Z,11.493,-85.911,86.7,6.6,mw,,,,1.4,us,usp0003fq8,2017-04-26T17:41:57.707Z,Nicaragua,earthquake,,,,,reviewed,us,nc
1988-05-30T21:11:11.310Z,-7.501,128.325,86.3,6.9,mw,,,,1.1,us,usp0003gj3,2017-04-26T17:42:01.156Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,,reviewed,us,nc
1988-06-03T23:27:35.260Z,-45.003,167.599,82.7,6.7,mw,,,,1.1,us,usp0003gpe,2017-04-26T17:42:01.778Z,South Island of New Zealand,earthquake,,,,,reviewed,us,hrv
1988-06-05T18:22:48.360Z,-15.397,167.578,110.2,6.5,mw,,,,0.9,us,usp0003gre,2017-04-26T17:42:02.394Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1988-06-12T13:39:37.460Z,-10.747,165.171,14.4,6.5,mw,,,,1.3,us,usp0003gxk,2017-04-26T17:42:02.990Z,Santa Cruz Islands,earthquake,,,,,reviewed,us,hrv
1988-06-18T22:49:42.370Z,26.856,-110.996,10,6.7,mw,,,,1.2,us,usp0003h35,2017-04-26T17:42:03.638Z,Gulf of California,earthquake,,,,,reviewed,us,hrv
1988-07-03T11:43:12.670Z,8.919,137.896,14.6,6.6,mw,,,,1.1,us,usp0003hjb,2016-11-10T00:39:26.209Z,"State of Yap, Federated States of Micronesia",earthquake,,,,,reviewed,us,nc
1988-07-05T20:32:07.200Z,-5.964,148.78,53.4,6.8,mw,,,,1,us,usp0003hm4,2017-04-26T17:42:06.014Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1988-07-23T14:25:36.770Z,-22.127,174.9,18.5,6.6,mw,,,,1,us,usp0003j4p,2016-11-09T23:03:10.281Z,southeast of the Loyalty Islands,earthquake,,,,,reviewed,us,nc
1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7,mw,,,,0.9,us,usp0003j4t,2016-11-10T00:41:02.822Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7,mw,,,,1,us,usp0003j6r,2017-04-26T17:42:08.417Z,"Kepulauan Aru region, Indonesia",earthquake,,,,,reviewed,us,nc
1988-07-27T21:55:09.650Z,-13.112,167.051,171.6,6.7,mw,,,,1.1,us,usp0003ja7,2016-11-10T00:41:18.234Z,Vanuatu,earthquake,,,,,reviewed,us,nc
1988-07-31T12:50:07.760Z,-22.212,171.082,55.5,6.6,mw,,,,1,us,usp0003jf5,2016-11-10T00:41:42.746Z,southeast of the Loyalty Islands,earthquake,,,,,reviewed,us,nc
1988-08-06T00:36:24.650Z,25.149,95.127,90.5,7.3,mw,,,,1.1,us,usp0003jpw,2017-04-26T17:42:09.597Z,Myanmar,earthquake,,,,,reviewed,us,hrv
1988-08-10T04:38:26.170Z,-10.366,160.819,34,7.6,mw,,,,1.5,us,usp0003jtm,2017-04-26T17:42:10.182Z,Solomon Islands,earthquake,,,,,reviewed,us,hrv
1988-08-10T06:38:42.890Z,-10.199,160.855,39.8,6.6,ms,,,,1.1,us,usp0003jtw,2015-05-13T18:53:27.000Z,Solomon Islands,earthquake,,,,10,reviewed,us,us
1988-08-10T13:11:19.440Z,-14.88,167.293,124.8,6.8,mw,,,,1.1,us,usp0003jud,2017-04-26T17:42:10.792Z,Vanuatu,earthquake,,,,,reviewed,us,nc
1988-08-14T17:53:09.750Z,-27.26,-71.092,32.5,6.7,mw,,,,1,us,usp0003jzr,2017-04-26T17:42:12.562Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,hrv
1988-08-20T23:09:09.560Z,26.755,86.616,57.4,6.9,mw,,,,1.1,us,usp0003k6t,2018-02-14T22:54:54.757Z,Nepal-India border region,earthquake,,,,,reviewed,us,hrv
1988-09-07T11:53:24.130Z,30.245,137.431,485.1,6.7,mw,,,,1.3,us,usp0003ks4,2016-11-10T00:45:22.542Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,nc
1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1,mw,,,,1,us,usp0003mmh,2016-11-10T00:48:19.922Z,Tonga region,earthquake,,,,,reviewed,us,hrv
1988-11-03T14:47:10.780Z,13.881,-90.45,68.5,6.6,mw,,,,1.1,us,usp0003ng5,2017-04-26T17:42:20.996Z,Guatemala,earthquake,,,,,reviewed,us,hrv
1988-11-06T13:03:19.340Z,22.789,99.611,17.8,7.7,mw,,,,1.6,us,usp0003nks,2017-04-26T17:42:22.171Z,Myanmar-China border region,earthquake,,,,,reviewed,us,nc
1988-11-07T03:50:00.800Z,-22.239,175.018,21.8,6.8,mw,,,,1.1,us,usp0003nn3,2016-11-10T00:51:18.055Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,hrv
1988-11-14T02:15:39.130Z,-3.527,150.12,33,6.7,mw,,,,1.4,us,usp0003nup,2016-11-10T00:52:03.148Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1988-11-17T06:55:46.060Z,12.399,124.537,19.3,6.6,mw,,,,1.5,us,usp0003nxq,2017-04-26T17:42:26.879Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1988-11-18T19:38:54.620Z,-6.125,149.785,61,6.6,mw,,,,1.3,us,usp0003nyw,2017-04-26T17:42:27.495Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1988-12-07T07:41:24.200Z,40.987,44.185,5.4,6.8,ms,,,,1.3,us,usp0003pmm,2018-02-14T23:22:43.218Z,Armenia,earthquake,,,,24,reviewed,us,us
1989-01-09T13:42:36.430Z,46.986,153.479,13.5,6.5,mw,,,,1.3,us,usp0003qpt,2016-11-10T00:22:58.050Z,Kuril Islands,earthquake,,,,,reviewed,us,nc
1989-01-10T05:55:01.450Z,-3.162,130.556,46.6,6.7,mw,,,,1.2,us,usp0003qqn,2017-04-26T17:42:35.222Z,"Seram, Indonesia",earthquake,,2.8,,,reviewed,us,hrv
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1,mw,,,,1.3,us,usp0003rqq,2017-04-26T17:42:38.281Z,Molucca Sea,earthquake,,,,,reviewed,us,hrv
1989-02-14T06:20:21.330Z,-10.447,161.372,31.9,6.5,mw,,,,1.1,us,usp0003rwm,2017-04-26T17:42:38.848Z,Solomon Islands,earthquake,,,,,reviewed,us,hrv
1989-02-25T11:26:35.470Z,-29.915,-177.885,30.5,6.8,mw,,,,1.1,us,usp0003sav,2016-11-10T00:27:05.766Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,nc
1989-02-28T13:01:57.640Z,-23.113,-61.465,569,6.5,mw,,,,1.1,us,usp0003sea,2016-11-10T00:27:23.582Z,Argentina-Paraguay border region,earthquake,,,,,reviewed,us,hrv
1989-03-11T05:05:00.630Z,-17.766,-174.761,230.1,6.9,mw,,,,1.3,us,usp0003sub,2016-11-10T00:28:27.281Z,Tonga,earthquake,,,,,reviewed,us,nc
1989-04-06T08:05:57.100Z,-19.306,169.002,165.7,6.9,mw,,,,1.3,us,usp0003tnc,2017-04-26T17:42:44.291Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1989-04-11T03:56:36.910Z,49.488,159.185,16.4,6.8,mw,,,,1,us,usp0003tuk,2016-11-10T00:31:16.816Z,east of the Kuril Islands,earthquake,,,,,reviewed,us,par
1989-04-25T14:29:00.510Z,16.773,-99.328,19.2,6.9,mw,,,,1.2,us,usp0003udb,2017-04-26T17:42:47.476Z,"Guerrero, Mexico",earthquake,,,,,reviewed,us,par
1989-05-05T18:28:39.450Z,-8.281,-71.381,593.4,7.1,mw,,,,1,us,usp0003uxu,2016-11-10T00:33:32.869Z,"Acre, Brazil",earthquake,,,,,reviewed,us,hrv
1989-05-14T00:59:50.450Z,-30.523,-178.414,43.8,7,mw,,,,1.1,us,usp0003v79,2016-11-10T00:34:42.307Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,par
1989-05-23T10:54:46.320Z,-52.341,160.568,10,8.2,mw,,,,1.3,us,usp0003vj7,2016-11-10T00:35:48.762Z,Macquarie Island region,earthquake,,,,,reviewed,us,par
1989-06-26T03:27:03.960Z,19.362,-155.083,9.4,6.5,mw,,,,,us,usp0003wnq,2018-06-04T20:43:45.000Z,"Hawaii region, Hawaii",earthquake,,,,,reviewed,hvo,nc
1989-07-14T20:42:40.060Z,-8.081,125.129,9.8,6.7,mw,,,,1.2,us,usp0003xax,2017-04-26T17:43:00.021Z,East Timor region,earthquake,,,,,reviewed,us,hrv
1989-07-22T05:02:11.510Z,2.299,128.142,141.8,6.5,mw,,,,1.1,us,usp0003xjb,2016-11-10T00:40:59.351Z,"Halmahera, Indonesia",earthquake,,,,,reviewed,us,nc
1989-07-31T17:07:27.870Z,-8.048,121.384,13.8,6.8,mw,,,,1.3,us,usp0003xwe,2017-04-26T17:43:01.285Z,"Flores region, Indonesia",earthquake,,,,,reviewed,us,nc
1989-08-03T11:31:20.430Z,23.043,121.965,10.7,6.6,mw,,,,1.3,us,usp0003y09,2016-11-10T00:41:54.229Z,Taiwan,earthquake,,,,,reviewed,us,nc
1989-08-20T11:16:56.510Z,11.766,41.942,11.6,6.5,mw,,,,1,us,usp0003ynm,2017-04-26T17:43:05.398Z,Djibouti,earthquake,,,,,reviewed,us,hrv
1989-08-21T18:25:41.050Z,-4.104,154.459,493.5,6.6,mw,,,,0.9,us,usp0003yr1,2016-11-10T00:43:38.244Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1989-08-29T04:16:23.020Z,18.039,-105.667,21.4,6.5,mw,,,,1.2,us,usp0003z0u,2016-11-10T00:44:17.074Z,"off the coast of Jalisco, Mexico",earthquake,,,,,reviewed,us,hrv
1989-09-04T13:14:58.250Z,55.543,-156.835,11.4,7.1,mw,,,,1.2,us,usp0003z7h,2018-06-04T20:43:45.000Z,south of Alaska,earthquake,,,,,reviewed,us,hrv
1989-09-16T02:05:08.910Z,40.337,51.534,54.8,6.5,mw,,,,1,us,usp0003zmt,2016-11-10T00:46:03.567Z,Caspian Sea,earthquake,,,,,reviewed,us,nc
1989-09-25T14:17:47.080Z,-20.355,169.277,33.9,6.5,mw,,,,1,us,usp000400f,2017-04-26T17:43:13.927Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1989-10-07T15:48:29.060Z,51.314,-179.028,19.6,6.8,mw,,,,1,us,usp00040e2,2018-06-04T20:43:45.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
1989-10-18T00:04:15.190Z,37.0361667,-121.8798333,17.214,6.9,mh,84,89,0.008108,0.08,nc,nc216859,2019-03-20T00:54:45.066Z,"Loma Prieta, California Earthquake",earthquake,0.21,0.31,,0,reviewed,nc,nc
1989-10-27T21:04:51.820Z,-11.022,162.35,24.7,6.9,mw,,,,1.1,us,usp00041c6,2017-04-26T17:43:18.735Z,Solomon Islands,earthquake,,,,,reviewed,us,hrv
1989-10-29T05:25:38.270Z,39.571,143.333,9.6,6.9,mw,,,,1,us,usp00041dn,2016-11-10T00:50:24.986Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nc
1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,mw,,,,1.1,us,usp00041kg,2017-04-26T17:43:21.677Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1989-12-03T14:16:48.790Z,-7.631,-74.459,153,6.6,mw,,,,1.1,us,usp00042pu,2016-11-10T00:54:04.557Z,northern Peru,earthquake,,,,,reviewed,us,nc
1989-12-07T13:38:44.850Z,-6.436,146.383,104.4,7.1,mw,,,,0.9,us,usp00042ug,2017-04-26T17:43:28.231Z,"eastern New Guinea region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1989-12-09T20:38:08.590Z,0.141,123.34,151,6.7,mw,,,,1.1,us,usp00042wq,2017-04-26T17:43:29.390Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,mw,,,,1.4,us,usp000433j,2017-04-26T17:43:31.020Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-20T00:08:20.610Z,8.094,126.828,21,6.5,mw,,,,1.2,us,usp00043a9,2017-04-26T17:43:31.629Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-30T23:18:51.640Z,-3.406,145.966,38.3,6.7,mw,,,,1.3,us,usp00043s3,2016-11-10T00:57:13.239Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1990-01-04T05:32:21.040Z,-15.397,-172.85,53.5,6.5,mw,,,,1.2,us,usp00043wc,2016-11-10T00:22:37.870Z,Samoa Islands region,earthquake,,,,,reviewed,us,hrv
1990-02-08T07:15:32.230Z,9.755,124.694,25.9,6.8,mw,,,,1.4,us,usp000456h,2017-04-26T17:43:37.192Z,"Bohol, Philippines",earthquake,,,,,reviewed,us,hrv
1990-02-08T07:46:59.780Z,9.725,124.625,30.3,6.6,mw,,,,1.2,us,usp000456m,2017-04-26T17:43:37.796Z,"Bohol, Philippines",earthquake,,,,,reviewed,us,hrv
1990-02-19T06:48:10.120Z,-15.465,166.385,12.1,6.9,mw,,,,1.2,us,usp00045mr,2017-04-26T17:43:41.419Z,Vanuatu,earthquake,,,,,reviewed,us,nc
1990-03-03T12:16:27.960Z,-22.122,175.163,33.2,7.6,mw,,,,1.3,us,usp000464d,2016-11-10T00:27:40.187Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,hrv
1990-03-03T12:44:22.420Z,-22.405,174.164,33,6.6,ms,,,,1,us,usp000464f,2015-05-13T18:53:28.000Z,southeast of the Loyalty Islands,earthquake,,,,3,reviewed,us,us
1990-03-05T16:38:12.570Z,-18.318,168.063,20.7,7.1,mw,,,,1.2,us,usp000467e,2017-04-26T17:43:44.515Z,Vanuatu,earthquake,,,,,reviewed,us,nc
1990-03-15T04:56:34.520Z,-15.13,167.238,132.3,6.5,mw,,,,1.5,us,usp00046mh,2016-11-10T00:28:47.740Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1990-03-21T16:46:05.450Z,-31.092,-179.093,144.8,6.6,mw,,,,1.1,us,usp00046wv,2016-11-10T00:29:34.881Z,Kermadec Islands region,earthquake,,,,,reviewed,us,hrv
1990-03-25T13:22:55.600Z,9.919,-84.808,22.2,7.3,mw,,,,1.1,us,usp0004720,2017-04-26T17:43:47.930Z,Costa Rica,earthquake,,,,,reviewed,us,hrv
1990-04-03T22:57:00.920Z,11.426,-86.301,52.5,6.8,mw,,,,1.3,us,usp00047e5,2017-04-26T17:43:51.098Z,near the coast of Nicaragua,earthquake,,3.6,,,reviewed,us,hrv
1990-04-05T21:12:35.550Z,15.125,147.596,11.4,7.6,mw,,,,1.2,us,usp00047gj,2018-10-17T17:03:20.685Z,Mariana Islands region,earthquake,,,,,reviewed,us,par
1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,mw,,,,1.2,us,usp000482z,2018-10-17T17:06:00.367Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,par
1990-04-18T18:32:59.980Z,1.315,123.018,19.1,6.5,mw,,,,1.1,us,usp0004845,2017-04-26T17:43:57.528Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-04-19T12:40:38.690Z,1.108,123.429,23.7,6.5,mw,,,,1.2,us,usp000485m,2017-04-26T17:43:58.233Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1990-04-26T09:37:15.040Z,35.986,100.245,8.1,6.5,mw,,,,1.2,us,usp00048gu,2018-07-02T18:38:51.320Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
1990-05-01T16:12:21.440Z,58.84,-156.858,211,6.6,mw,,,,1,us,usp00048qg,2017-05-10T19:22:11.405Z,Alaska Peninsula,earthquake,,,,,reviewed,us,nc
1990-05-08T00:01:40.020Z,6.905,-82.622,9.6,6.5,mw,,,,1,us,usp0004904,2016-11-10T00:33:49.800Z,south of Panama,earthquake,,,,,reviewed,us,hrv
1990-05-12T04:50:08.710Z,49.037,141.847,605.7,7.2,mw,,,,0.8,us,usp000496v,2016-11-10T00:34:20.463Z,"Tatar Strait, Russia",earthquake,,,,,reviewed,us,hrv
1990-05-20T02:22:01.620Z,5.121,32.145,14.9,7.2,mw,,,,1.1,us,usp00049hf,2017-04-26T17:44:07.962Z,Sudan,earthquake,,,,,reviewed,us,nc
1990-05-24T19:34:44.240Z,5.277,31.829,16.5,6.5,mw,,,,1.1,us,usp00049q9,2017-04-26T17:44:09.135Z,Sudan,earthquake,,,,,reviewed,us,hrv
1990-05-24T20:00:08.190Z,5.358,31.848,16,7.1,mw,,,,1,us,usp00049qe,2017-04-26T17:44:09.757Z,Sudan,earthquake,,,,,reviewed,us,hrv
1990-05-24T20:09:23.240Z,-7.363,120.363,588.9,7.1,mw,,,,0.9,us,usp00049qg,2016-11-10T00:35:53.437Z,Flores Sea,earthquake,,,,,reviewed,us,hrv
1990-05-30T02:34:05.880Z,-6.016,-77.229,24.2,6.6,mw,,,,1,us,usp00049xz,2017-04-26T17:44:14.780Z,northern Peru,earthquake,,,,,reviewed,us,nc
1990-05-30T10:40:06.140Z,45.841,26.668,89.3,7,mw,,,,1,us,usp00049yk,2017-04-26T17:44:15.386Z,Romania,earthquake,,,,,reviewed,us,hrv
1990-06-07T09:25:19.190Z,-3.563,144.432,29.3,6.5,mw,,,,1.2,us,usp0004a7d,2017-04-26T17:44:17.972Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1990-06-08T15:05:09.520Z,-18.874,-178.789,499.2,6.5,mw,,,,1.1,us,usp0004a9a,2016-11-10T00:37:08.125Z,Fiji region,earthquake,,,,,reviewed,us,hrv
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,mw,,,,1.2,us,usp0004ag6,2017-04-26T17:44:20.092Z,"Panay, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-14T12:47:28.820Z,47.869,85.076,57.9,6.6,mw,,,,1,us,usp0004agn,2017-04-26T17:44:20.870Z,Kazakhstan-Xinjiang border region,earthquake,,,,,reviewed,us,hrv
1990-06-20T21:00:09.980Z,36.957,49.409,18.5,7.4,mw,,,,1.2,us,usp0004arq,2017-04-26T17:44:22.608Z,northern Iran,earthquake,,,,,reviewed,us,hrv
1990-06-23T21:38:18.750Z,-21.568,-176.483,180.5,6.9,mw,,,,1,us,usp0004axa,2016-11-10T00:38:27.487Z,Fiji region,earthquake,,,,,reviewed,us,nc
1990-07-09T15:11:20.380Z,5.395,31.654,12.6,6.6,mw,,,,1.2,us,usp0004bkr,2017-04-26T17:44:25.567Z,Sudan,earthquake,,,,,reviewed,us,nc
1990-07-14T05:54:25.490Z,0.003,-17.376,11.1,6.6,mw,,,,1,us,usp0004bu4,2016-11-10T00:40:15.789Z,north of Ascension Island,earthquake,,,,,reviewed,us,hrv
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,mw,,,,1.1,us,usp0004bxs,2017-04-26T17:44:26.900Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-17T21:14:43.860Z,16.495,120.981,23.1,6.5,mw,,,,1.3,us,usp0004c36,2017-04-26T17:44:29.357Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-27T12:37:59.550Z,-15.355,167.464,125.7,7.2,mw,,,,1,us,usp0004cm6,2017-04-26T17:44:32.857Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1990-08-05T01:34:55.830Z,29.551,137.63,496.2,6.5,mw,,,,1.1,us,usp0004cz8,2016-11-10T00:42:05.574Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1990-08-12T21:25:21.950Z,-19.435,169.132,140.4,7.1,mw,,,,1.1,us,usp0004dad,2017-04-26T17:44:36.453Z,Vanuatu,earthquake,,,,,reviewed,us,hrv
1990-08-17T13:07:17.420Z,-11.164,161.997,29.1,6.7,mw,,,,1.4,us,usp0004dhv,2017-04-26T17:44:37.623Z,Solomon Islands,earthquake,,,,,reviewed,us,hrv
1990-09-02T04:26:48.070Z,-0.143,-80.283,14.2,6.6,mw,,,,1.1,us,usp0004e6r,2017-04-26T17:44:39.010Z,near the coast of Ecuador,earthquake,,,,,reviewed,us,nc
1990-09-23T20:33:49.730Z,-6.726,130.373,33,6.5,ms,,,,1.1,us,usp0004ezz,2014-11-07T00:47:07.959Z,Banda Sea,earthquake,,,,1,reviewed,us,us
1990-09-23T21:13:07.460Z,33.267,138.643,10,6.5,mw,,,,1.3,us,usp0004f00,2016-11-10T00:46:44.472Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,nc
1990-09-28T19:44:47.120Z,-13.559,167.079,176,6.7,mw,,,,1.1,us,usp0004f5b,2016-11-10T00:47:14.153Z,Vanuatu,earthquake,,,,,reviewed,us,nc
1990-10-10T01:00:05.500Z,-19.503,-66.618,266,6.6,mw,,,,1.2,us,usp0004fjz,2016-11-10T00:48:32.139Z,"Potosi, Bolivia",earthquake,,,,,reviewed,us,nc
1990-10-15T01:35:44.560Z,-2.211,92.249,32.2,6.8,mw,,,,1,us,usp0004fsp,2016-11-10T00:49:02.196Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,nc
1990-10-17T14:30:13.160Z,-10.97,-70.776,598.8,7,mw,,,,1,us,usp0004fv5,2016-11-10T00:49:16.385Z,Peru-Brazil border region,earthquake,,,,,reviewed,us,nc
1990-10-25T11:01:38.720Z,8.307,126.462,44.1,6.5,mw,,,,1.1,us,usp0004g51,2017-04-26T17:44:46.758Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1990-11-06T18:45:52.230Z,28.251,55.462,10.6,6.6,mw,,,,1,us,usp0004gkf,2017-04-26T17:44:48.105Z,southern Iran,earthquake,,,,,reviewed,us,hrv
1990-11-06T20:14:29.740Z,53.452,169.871,24.8,7.1,mw,,,,0.9,us,usp0004gkj,2016-11-10T00:51:10.434Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,hrv
1990-11-15T02:34:32.400Z,3.908,97.457,48.4,6.7,mw,,,,1.1,us,usp0004gyj,2017-04-26T17:44:51.301Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-12-13T19:50:17.880Z,23.722,121.627,10,6.7,mw,,,,1.1,us,usp0004j34,2017-04-26T17:44:58.538Z,Taiwan,earthquake,,,,,reviewed,us,nc
1990-12-21T05:29:28.720Z,-20.467,-174.161,13.3,6.8,mw,,,,1.3,us,usp0004jdq,2016-11-10T00:15:41.759Z,Tonga,earthquake,,,,,reviewed,us,nc
1990-12-30T19:14:18.930Z,-5.097,150.967,178.6,7.5,mw,,,,1.2,us,usp0004k00,2018-10-17T17:06:10.213Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1991-01-05T14:57:11.590Z,23.613,95.901,19.7,7,mw,,,,1.3,us,usp0004k8g,2017-04-26T17:45:07.329Z,Myanmar,earthquake,,,,,reviewed,us,hrv
1991-01-31T23:03:33.670Z,35.993,70.423,142.4,6.9,mw,,,,1.2,us,usp0004mdh,2017-04-26T17:45:15.630Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1991-02-09T16:18:58.370Z,-9.929,159.139,10,6.9,mw,,,,1.1,us,usp0004mrh,2017-04-26T17:45:17.070Z,Solomon Islands,earthquake,,,,,reviewed,us,hrv
1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7,mw,,,,1.3,us,usp0004n2a,2017-04-26T17:45:18.456Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1991-02-21T02:35:34.050Z,58.427,-175.45,20.2,6.7,mw,,,,1,us,usp0004n74,2016-11-10T00:26:44.671Z,Bering Sea,earthquake,,,,,reviewed,us,hrv
1991-03-08T11:36:28.430Z,60.904,167.023,13,6.6,mw,,,,1.3,us,usp0004ntk,2016-11-10T00:28:09.299Z,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia",earthquake,,,,,reviewed,us,hrv
1991-04-04T15:23:20.700Z,-6.038,-77.13,20.7,6.5,mw,,,,1,us,usp0004pxr,2017-04-26T17:45:27.976Z,northern Peru,earthquake,,,,,reviewed,us,nc
1991-04-05T04:19:49.520Z,-5.982,-77.094,19.8,7.1,mw,,,,1,us,usp0004pyn,2017-04-26T17:45:28.642Z,northern Peru,earthquake,,,,,reviewed,us,par
1991-04-06T14:34:20.700Z,-15.008,-175.521,16,6.7,mw,,,,1.1,us,usp0004q0u,2016-11-09T22:14:45.027Z,Tonga,earthquake,,,,,reviewed,us,nc
1991-04-22T21:56:51.820Z,9.685,-83.073,10,7.6,mw,,,,1.2,us,usp0004qpg,2018-10-17T17:06:19.555Z,Costa Rica,earthquake,,,,,reviewed,us,hrv
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,mw,,,,1.2,us,usp0004qza,2017-04-26T17:45:35.491Z,Georgia (Sak'art'velo),earthquake,,,,,reviewed,us,hrv
1991-05-03T02:14:14.430Z,28.08,139.585,433.1,6.7,mw,,,,1,us,usp0004r5x,2016-11-10T00:33:17.665Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1991-05-19T00:58:01.730Z,1.156,122.957,33,7,mw,,,,1.2,us,usp0004ru5,2017-04-26T17:45:40.306Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1991-05-21T11:00:19.080Z,-7.517,126.539,18.4,6.6,mw,,,,1.1,us,usp0004rxb,2017-04-26T17:45:40.976Z,"Kepulauan Barat Daya, Indonesia",earthquake,,3.4,,,reviewed,us,hrv
1991-05-24T20:50:55.840Z,-16.506,-70.701,127.7,6.8,mw,,,,1,us,usp0004s1v,2017-04-26T17:45:41.611Z,southern Peru,earthquake,,,,,reviewed,us,hrv
