Entity,Code,Year,Coal (terawatt-hours),Crude oil (terawatt-hours),Natural gas (terawatt-hours)
Czechoslovakia,OWID_CZS,1917,166.740695,0.104670001,
Czechoslovakia,OWID_CZS,1918,141.9271425,0.093040001,
Czechoslovakia,OWID_CZS,1919,133.5151285,0.081410001,
Czechoslovakia,OWID_CZS,1920,150.806222,0.116300001,
Czechoslovakia,OWID_CZS,1921,160.2232912,0.162820002,
Czechoslovakia,OWID_CZS,1922,141.6305944,0.209340002,
Czechoslovakia,OWID_CZS,1923,144.2552935,0.127930001,
Czechoslovakia,OWID_CZS,1924,173.7634636,0.127930001,
Czechoslovakia,OWID_CZS,1925,156.151566,0.279120003,
Czechoslovakia,OWID_CZS,1926,169.7826163,0.255860003,
Czechoslovakia,OWID_CZS,1927,173.95956,0.197710002,
Czechoslovakia,OWID_CZS,1928,174.6739205,0.162820002,
Czechoslovakia,OWID_CZS,1929,195.883493,0.162820002,
Czechoslovakia,OWID_CZS,1930,169.2874034,0.267490003,
Czechoslovakia,OWID_CZS,1931,155.4962643,0.232600002,
Czechoslovakia,OWID_CZS,1932,133.1584347,0.220970002,
Czechoslovakia,OWID_CZS,1933,127.3201653,0.209340002,
Czechoslovakia,OWID_CZS,1934,128.788932,0.302380003,
Czechoslovakia,OWID_CZS,1935,130.1266001,0.232600002,
Czechoslovakia,OWID_CZS,1936,142.3238046,0.220970002,
Czechoslovakia,OWID_CZS,1937,180.54626,0.209340002,
Czechoslovakia,OWID_CZS,1938,167.6390381,0.220970002,
Czechoslovakia,OWID_CZS,1939,200.3530241,0.244230002,
Czechoslovakia,OWID_CZS,1940,225.766084,0.348900003,
Czechoslovakia,OWID_CZS,1941,227.0635518,0.407050004,
Czechoslovakia,OWID_CZS,1942,244.9394783,0.418680004,
Czechoslovakia,OWID_CZS,1943,270.1876137,0.418680004,
Czechoslovakia,OWID_CZS,1944,257.9710214,0.372160004,
Czechoslovakia,OWID_CZS,1945,136.6001198,0.151190001,
Czechoslovakia,OWID_CZS,1946,168.3882666,0.337270003,
Czechoslovakia,OWID_CZS,1947,193.0489921,0.465200005,
Czechoslovakia,OWID_CZS,1948,208.0972929,0.569870006,
Czechoslovakia,OWID_CZS,1949,213.4838019,0.697800007,
Czechoslovakia,OWID_CZS,1950,227.1883737,0.732690007,
Czechoslovakia,OWID_CZS,1951,231.7396893,1.383970014,
Czechoslovakia,OWID_CZS,1952,255.1760655,1.314190013,
Czechoslovakia,OWID_CZS,1953,259.0947196,1.418860014,
Czechoslovakia,OWID_CZS,1954,279.8714432,1.453750014,
Czechoslovakia,OWID_CZS,1955,289.9040006,1.244410012,
Czechoslovakia,OWID_CZS,1956,329.0779231,1.256040012,
Czechoslovakia,OWID_CZS,1957,340.0077937,1.256040012,
Czechoslovakia,OWID_CZS,1958,370.577827,1.232780012,
Czechoslovakia,OWID_CZS,1959,367.592274,1.430490014,
Czechoslovakia,OWID_CZS,1960,392.0589507,1.593310016,
Czechoslovakia,OWID_CZS,1961,416.9913048,1.791020018,
Czechoslovakia,OWID_CZS,1962,438.3763647,2.05851002,
Czechoslovakia,OWID_CZS,1963,459.2737421,2.093400021,
Czechoslovakia,OWID_CZS,1964,467.7005726,2.267850022,
Czechoslovakia,OWID_CZS,1965,455.8412359,2.232960022,
Czechoslovakia,OWID_CZS,1966,452.0989647,2.209700022,
Czechoslovakia,OWID_CZS,1967,436.7782945,2.326000023,
Czechoslovakia,OWID_CZS,1968,449.3052299,2.384150023,
Czechoslovakia,OWID_CZS,1969,474.270201,2.442300024,
Czechoslovakia,OWID_CZS,1970,490.1629473,2.360890023,
Czechoslovakia,OWID_CZS,1971,505.5218436,2.256220022,
Czechoslovakia,OWID_CZS,1972,501.4670475,2.221330022,
Czechoslovakia,OWID_CZS,1973,487.0556131,1.98873002,
Czechoslovakia,OWID_CZS,1974,491.4755086,1.732870017,
Czechoslovakia,OWID_CZS,1975,507.3050523,1.651460016,
Czechoslovakia,OWID_CZS,1976,520.0290854,1.523530015,
Czechoslovakia,OWID_CZS,1977,532.1269697,1.430490014,
Czechoslovakia,OWID_CZS,1978,543.5632064,1.360710013,
Czechoslovakia,OWID_CZS,1979,546.2396864,1.267670012,
Czechoslovakia,OWID_CZS,1980,408.9176002,1.232067271,5.37847219
Czechoslovakia,OWID_CZS,1981,401.5864335,1.232214665,6.861964301
Czechoslovakia,OWID_CZS,1982,408.6435563,1.238110429,6.983414997
Czechoslovakia,OWID_CZS,1983,421.5706082,1.238110429,6.436886867
Czechoslovakia,OWID_CZS,1984,430.5767037,2.645859674,7.894295214
Czechoslovakia,OWID_CZS,1985,421.7948325,2.518086677,7.187688971
Czechoslovakia,OWID_CZS,1986,420.4735479,1.601372029,7.187688971
Czechoslovakia,OWID_CZS,1987,419.6577665,1.302038197,6.899126338
Czechoslovakia,OWID_CZS,1988,412.1245645,0.497814725,9.057314577
Czechoslovakia,OWID_CZS,1989,392.8814502,0.105687465,8.744790051
Czechoslovakia,OWID_CZS,1990,350.0476259,0.497673226,7.370861473
Czechoslovakia,OWID_CZS,1991,325.5524491,1.26254837,5.709120536
Czechoslovakia,OWID_CZS,1992,303.7988774,1.316482819,2.823160105
Democratic Republic of Congo,COD,1920,0.016282,,
Democratic Republic of Congo,COD,1921,0.024423,,
Democratic Republic of Congo,COD,1922,0.244230002,,
Democratic Republic of Congo,COD,1923,0.496601005,,
Democratic Republic of Congo,COD,1924,0.659421006,,
Democratic Republic of Congo,COD,1925,0.529165005,,
Democratic Republic of Congo,COD,1926,0.732690007,,
Democratic Republic of Congo,COD,1927,0.708267007,,
Democratic Republic of Congo,COD,1928,0.797818008,,
Democratic Republic of Congo,COD,1929,0.846664008,,
Democratic Republic of Congo,COD,1930,1.090894011,,
Democratic Republic of Congo,COD,1931,0.700126007,,
Democratic Republic of Congo,COD,1932,0.138397001,,
Democratic Republic of Congo,COD,1934,0.040705,,
Democratic Republic of Congo,COD,1935,0.089551001,,
Democratic Republic of Congo,COD,1936,0.113974001,,
Democratic Republic of Congo,COD,1937,0.293076003,,
Democratic Republic of Congo,COD,1938,0.341922003,,
Democratic Republic of Congo,COD,1939,0.219807002,,
Democratic Republic of Congo,COD,1940,0.195384002,,
Democratic Republic of Congo,COD,1941,0.252371002,,
Democratic Republic of Congo,COD,1942,0.341922003,,
Democratic Republic of Congo,COD,1943,0.569870006,,
Democratic Republic of Congo,COD,1944,0.398909004,,
Democratic Republic of Congo,COD,1945,0.407050004,,
Democratic Republic of Congo,COD,1946,0.830382008,,
Democratic Republic of Congo,COD,1947,0.830382008,,
Democratic Republic of Congo,COD,1948,0.952497009,,
Democratic Republic of Congo,COD,1949,1.237432012,,
Democratic Republic of Congo,COD,1950,1.302560013,,
Democratic Republic of Congo,COD,1951,1.774738017,,
Democratic Republic of Congo,COD,1952,2.05967302,,
Democratic Republic of Congo,COD,1953,2.564415025,,
Democratic Republic of Congo,COD,1954,3.08543903,,
Democratic Republic of Congo,COD,1955,3.907680038,,
Democratic Republic of Congo,COD,1956,3.419220034,,
Democratic Republic of Congo,COD,1957,3.525053035,,
Democratic Republic of Congo,COD,1958,2.393454024,,
Democratic Republic of Congo,COD,1959,2.173647021,,
Democratic Republic of Congo,COD,1960,1.326983013,,
Democratic Republic of Congo,COD,1961,0.594293006,,
Democratic Republic of Congo,COD,1962,0.618716006,,
Democratic Republic of Congo,COD,1963,0.748972007,,
Democratic Republic of Congo,COD,1964,0.814100008,,
Democratic Republic of Congo,COD,1965,0.928074009,,
Democratic Republic of Congo,COD,1966,0.919933009,,
Democratic Republic of Congo,COD,1967,1.082753011,,
Democratic Republic of Congo,COD,1968,0.578011006,,
Democratic Republic of Congo,COD,1969,0.529165005,,
Democratic Republic of Congo,COD,1970,0.830382008,,
Democratic Republic of Congo,COD,1971,0.911792009,,
Democratic Republic of Congo,COD,1972,1.04204801,,
Democratic Republic of Congo,COD,1973,0.936215009,,
Democratic Republic of Congo,COD,1974,0.716408007,,
Democratic Republic of Congo,COD,1975,0.781536008,0.290750003,
Democratic Republic of Congo,COD,1976,0.887369009,14.54913014,
Democratic Republic of Congo,COD,1977,1.04204801,13.09538013,
Democratic Republic of Congo,COD,1978,0.871087009,13.25820013,
Democratic Republic of Congo,COD,1979,0.814100008,12.00216012,
Democratic Republic of Congo,COD,1980,,11.79152789,
Democratic Republic of Congo,COD,1981,,11.79152789,
Democratic Republic of Congo,COD,1982,,13.56025708,
Democratic Republic of Congo,COD,1983,,14.73940987,
Democratic Republic of Congo,COD,1984,,18.86644463,
Democratic Republic of Congo,COD,1985,,19.45602102,
Democratic Republic of Congo,COD,1986,,18.84375183,
Democratic Republic of Congo,COD,1987,,18.93171663,
Democratic Republic of Congo,COD,1988,,17.78358735,
Democratic Republic of Congo,COD,1989,,16.64006856,
Democratic Republic of Congo,COD,1990,,17.20643333,
Democratic Republic of Congo,COD,1991,,16.54055986,
Democratic Republic of Congo,COD,1992,,15.27433253,
Democratic Republic of Congo,COD,1993,,14.64587947,
Democratic Republic of Congo,COD,1994,,15.23634612,
Democratic Republic of Congo,COD,1995,,17.6109358,
Democratic Republic of Congo,COD,1996,,17.61156665,
Democratic Republic of Congo,COD,1997,,16.65319843,
Democratic Republic of Congo,COD,1998,,15.50916081,
Democratic Republic of Congo,COD,1999,,13.09866593,
Democratic Republic of Congo,COD,2000,,15.33902675,
Democratic Republic of Congo,COD,2001,,14.15990344,
Democratic Republic of Congo,COD,2002,,13.36319117,
Democratic Republic of Congo,COD,2003,,12.97068068,
Democratic Republic of Congo,COD,2004,,12.43104141,
Democratic Republic of Congo,COD,2005,,11.64292516,
Democratic Republic of Congo,COD,2006,,11.79152789,0.042227914
Democratic Republic of Congo,COD,2007,,13.06274893,0.095011313
Democratic Republic of Congo,COD,2008,,11.76655933,0.095011313
Democratic Republic of Congo,COD,2009,,12.97068068,0.095011313
Democratic Republic of Congo,COD,2010,,12.38110429,0.095011313
Democratic Republic of Congo,COD,2011,,11.88682702,0.095011313
Democratic Republic of Congo,COD,2012,0.881113077,11.79152789,
Democratic Republic of Congo,COD,2013,0.807687017,11.79152789,
Democratic Republic of Congo,COD,2014,0.734260958,11.79152789,
Denmark,DNK,1940,0.579557796,,
Denmark,DNK,1941,2.564415025,,
Denmark,DNK,1942,4.615947045,,
Denmark,DNK,1943,6.667479066,,
Denmark,DNK,1944,5.641713056,,
Denmark,DNK,1945,5.898154558,,
Denmark,DNK,1946,5.898154558,,
Denmark,DNK,1947,7.180362071,,
Denmark,DNK,1948,6.154596061,,
Denmark,DNK,1949,4.10306404,,
Denmark,DNK,1950,1.974599569,,
Denmark,DNK,1951,4.05690457,,
Denmark,DNK,1952,4.105628455,,
Denmark,DNK,1953,2.04640319,,
Denmark,DNK,1954,1.741237802,,
Denmark,DNK,1955,2.054096435,,
Denmark,DNK,1956,3.579923375,,
Denmark,DNK,1957,6.564902465,,
Denmark,DNK,1958,6.269994737,,
Denmark,DNK,1959,6.890583173,,
Denmark,DNK,1960,6.854681362,,
Denmark,DNK,1961,6.395651073,,
Denmark,DNK,1962,6.554644804,,
Denmark,DNK,1963,6.441810543,,
Denmark,DNK,1964,5.62889098,,
Denmark,DNK,1965,5.459639589,,
Denmark,DNK,1966,5.08267058,,
Denmark,DNK,1967,3.338868363,,
Denmark,DNK,1968,1.948955419,,
Denmark,DNK,1969,1.105262876,,
Denmark,DNK,1970,0.346196028,,
Denmark,DNK,1972,,0.883880009,
Denmark,DNK,1973,,0.790840008,
Denmark,DNK,1974,,1.03507001,
Denmark,DNK,1975,,1.721240017,
Denmark,DNK,1976,,2.267850022,
Denmark,DNK,1977,,5.849890058,
Denmark,DNK,1978,,5.024160049,
Denmark,DNK,1979,,5.000900049,
Denmark,DNK,1980,,3.114437305,
Denmark,DNK,1981,,8.693834558,
Denmark,DNK,1982,,20.14334919,
Denmark,DNK,1983,,26.14346815,0.47903843
Denmark,DNK,1984,,27.03853945,3.410299009
Denmark,DNK,1985,,34.23961964,13.81227635
Denmark,DNK,1986,,44.91859919,23.24476953
Denmark,DNK,1987,,57.11935206,29.87146943
Denmark,DNK,1988,,58.28538088,29.96271484
Denmark,DNK,1989,,68.94525226,35.0610508
Denmark,DNK,1990,,71.41388527,35.84964282
Denmark,DNK,1991,,84.68158275,44.89279597
Denmark,DNK,1992,,96.35429921,46.84353329
Denmark,DNK,1993,,102.7851391,51.92852562
Denmark,DNK,1994,,109.4312923,56.11518607
Denmark,DNK,1995,,110.4315146,60.81695749
Denmark,DNK,1996,,123.8487522,73.82246751
Denmark,DNK,1997,,137.5216302,89.52597321
Denmark,DNK,1998,,141.8665311,88.4948048
Denmark,DNK,1999,,178.4286513,90.87385099
Denmark,DNK,2000,,215.3010774,96.20978268
Denmark,DNK,2001,,205.7560184,98.00809154
Denmark,DNK,2002,,220.1669045,98.20498954
Denmark,DNK,2003,,223.1011436,93.07203294
Denmark,DNK,2004,,231.5531222,109.7027399
Denmark,DNK,2005,,224.5012697,121.2095066
Denmark,DNK,2006,,203.8398774,120.5032742
Denmark,DNK,2007,,185.8876299,106.8173433
Denmark,DNK,2008,,171.2095301,116.4875668
Denmark,DNK,2009,,155.829799,97.15716965
Denmark,DNK,2010,,147.0785279,94.86066291
Denmark,DNK,2011,,133.3470578,81.67794799
Denmark,DNK,2012,,122.1190648,67.08805864
Denmark,DNK,2013,,106.5483463,56.01269096
Denmark,DNK,2014,,100.5632851,53.32114463
Dominican Republic,DOM,1980,,0.589576395,
Dominican Republic,DOM,1981,,0.589576395,
Dominican Republic,DOM,1982,,0.589576395,
Dominican Republic,DOM,1983,,0.589576395,
Dominican Republic,DOM,1984,,0.589576395,
Dominican Republic,DOM,1985,,0.589576395,
Dominican Republic,DOM,1986,,0.091348967,
Dominican Republic,DOM,1987,,0.025652469,
Dominican Republic,DOM,1988,,0.021902763,
Dominican Republic,DOM,1989,,0.053338976,
Dominican Republic,DOM,1990,,0.0683378,
Dominican Republic,DOM,1991,,0.108753262,
Dominican Republic,DOM,1992,,0.525524815,
Dominican Republic,DOM,1993,,0.301686241,
Dominican Republic,DOM,1994,,0.258134233,
Dominican Republic,DOM,1995,,0.567019202,
Dominican Republic,DOM,1996,,0.511510584,
Dominican Republic,DOM,1997,,0.563098519,
Dominican Republic,DOM,1998,,0.563151581,
Dominican Republic,DOM,1999,,0.218939194,
Dominican Republic,DOM,2000,,0.09095395,
Dominican Republic,DOM,2001,,0.055850572,
Dominican Republic,DOM,2002,,0.03951341,
Dominican Republic,DOM,2003,,0.007045438,
Dominican Republic,DOM,2004,,0.264525241,
Dominican Republic,DOM,2005,,0.229492612,
Dominican Republic,DOM,2006,,0.181925588,
Dominican Republic,DOM,2007,,0.231202383,
Dominican Republic,DOM,2008,,0.156845008,
Dominican Republic,DOM,2009,,0.020381656,
Dominican Republic,DOM,2010,,0.036023118,
Dominican Republic,DOM,2011,,0.036023118,
Dominican Republic,DOM,2012,,0.036023118,
Dominican Republic,DOM,2013,,0.036023118,
Dominican Republic,DOM,2014,,0.036023118,
Ecuador,ECU,1917,,0.093040001,
Ecuador,ECU,1918,,0.093040001,
Ecuador,ECU,1919,,0.093040001,
Ecuador,ECU,1920,,0.093040001,
Ecuador,ECU,1921,,0.093040001,
Ecuador,ECU,1922,,0.093040001,
Ecuador,ECU,1923,,0.139560001,
Ecuador,ECU,1924,,0.162820002,
Ecuador,ECU,1925,,0.267490003,
Ecuador,ECU,1926,,0.348900003,
Ecuador,ECU,1927,,0.883880009,
Ecuador,ECU,1928,,1.791020018,
Ecuador,ECU,1929,,2.279480022,
Ecuador,ECU,1930,,2.570230025,
Ecuador,ECU,1931,,2.907500029,
Ecuador,ECU,1932,,2.640010026,
Ecuador,ECU,1933,,2.674900026,
Ecuador,ECU,1934,,2.698160027,
Ecuador,ECU,1935,,2.849350028,
Ecuador,ECU,1936,,3.163360031,
Ecuador,ECU,1937,,3.314550033,0.481730111
Ecuador,ECU,1938,,3.454110034,0.516521731
Ecuador,ECU,1939,,3.547150035,0.55131335
Ecuador,ECU,1940,,3.605300035,0.586104969
Ecuador,ECU,1941,,2.384150023,0.620896588
Ecuador,ECU,1942,,3.500630034,0.655688207
Ecuador,ECU,1943,,3.547150035,0.690479826
Ecuador,ECU,1944,,4.442660044,0.725271446
Ecuador,ECU,1945,,4.012350039,0.760063065
Ecuador,ECU,1946,,3.570410035,0.794854684
Ecuador,ECU,1947,,3.616930036,1.047762992
Ecuador,ECU,1948,,3.930940039,1.276584795
Ecuador,ECU,1949,,3.930940039,1.312714554
Ecuador,ECU,1950,,4.03561004,1.589709368
Ecuador,ECU,1951,,4.151910041,1.830574423
Ecuador,ECU,1952,,4.361250043,
Ecuador,ECU,1953,,4.547330045,
Ecuador,ECU,1954,,4.826450047,
Ecuador,ECU,1955,,5.419580053,
Ecuador,ECU,1956,,5.245130052,
Ecuador,ECU,1957,,4.896230048,
Ecuador,ECU,1958,,4.768300047,
Ecuador,ECU,1959,,4.233320042,
Ecuador,ECU,1960,,4.186800041,
Ecuador,ECU,1961,,4.489180044,
Ecuador,ECU,1962,,3.954200039,
Ecuador,ECU,1963,,3.779750037,
Ecuador,ECU,1964,,4.291470042,
Ecuador,ECU,1965,,4.372880043,
Ecuador,ECU,1966,,4.08213004,
Ecuador,ECU,1967,,3.349440033,0.192692045
Ecuador,ECU,1968,,2.791200027,0.168605539
Ecuador,ECU,1969,,2.465560024,0.168605539
Ecuador,ECU,1970,,2.244590022,0.168605539
Ecuador,ECU,1971,,2.08177002,0.168605539
Ecuador,ECU,1972,,46.70608046,0.204735297
Ecuador,ECU,1973,,123.4524512,0.337211078
Ecuador,ECU,1974,,104.542071,0.337211078
Ecuador,ECU,1975,,94.84265093,0.373340836
Ecuador,ECU,1976,,110.3454411,0.373340836
Ecuador,ECU,1977,,107.9612911,0.481730111
Ecuador,ECU,1978,,118.8934912,0.481730111
Ecuador,ECU,1979,,126.4646212,0.421513847
Ecuador,ECU,1980,,122.0423137,1.142996411
Ecuador,ECU,1981,,126.1693485,0.739137679
Ecuador,ECU,1982,,126.1693485,0.761997607
Ecuador,ECU,1983,,141.4983347,1.142996411
Ecuador,ECU,1984,,153.879439,1.523995215
Ecuador,ECU,1985,,167.4396961,1.523995215
Ecuador,ECU,1986,,173.6601633,1.142996411
Ecuador,ECU,1987,,103.3537384,0.723897727
Ecuador,ECU,1988,,178.9128704,1.078226615
Ecuador,ECU,1989,,165.3890315,1.074416627
Ecuador,ECU,1990,,168.9008315,1.523995215
Ecuador,ECU,1991,,177.2514913,1.229166911
Ecuador,ECU,1992,,190.9877723,1.345497275
Ecuador,ECU,1993,,205.5801831,1.344925777
Ecuador,ECU,1994,,218.1482774,1.344925777
Ecuador,ECU,1995,,233.3892753,1.615434928
Ecuador,ECU,1996,,234.4517922,1.614596731
Ecuador,ECU,1997,,229.5515575,1.345497275
Ecuador,ECU,1998,,222.0869366,1.345497275
Ecuador,ECU,1999,,220.52621,1.345497275
Ecuador,ECU,2000,,233.6558287,1.883696186
Ecuador,ECU,2001,,243.2069309,2.152795641
Ecuador,ECU,2002,,231.5376104,1.345497275
Ecuador,ECU,2003,,242.5173977,2.018245913
Ecuador,ECU,2004,,311.8893441,2.287345368
Ecuador,ECU,2005,,314.099949,3.498292916
Ecuador,ECU,2006,,316.2369453,3.767392371
Ecuador,ECU,2007,,301.5224274,3.700119412
Ecuador,ECU,2008,,297.8945457,3.498292916
Ecuador,ECU,2009,,286.3612935,3.982671935
Ecuador,ECU,2010,,287.3052937,4.440141009
Ecuador,ECU,2011,,295.1445137,3.229193461
Ecuador,ECU,2012,,297.4462671,6.956222819
Ecuador,ECU,2013,,310.7237044,6.929312874
Ecuador,ECU,2014,,328.5558198,6.951701484
Egypt,EGY,1911,,0.03489,
Egypt,EGY,1912,,0.325640003,
Egypt,EGY,1913,,0.151190001,
Egypt,EGY,1914,,1.163000011,
Egypt,EGY,1915,,0.348900003,
Egypt,EGY,1916,,0.674540007,
Egypt,EGY,1917,,1.593310016,
Egypt,EGY,1918,,3.279660032,
Egypt,EGY,1919,,2.605120026,
Egypt,EGY,1920,,1.721240017,
Egypt,EGY,1921,,2.128290021,
Egypt,EGY,1922,,2.01199002,
Egypt,EGY,1923,,1.779390018,
Egypt,EGY,1924,,1.895690019,
Egypt,EGY,1925,,2.093400021,
Egypt,EGY,1926,,2.01199002,
Egypt,EGY,1927,,2.151550021,
Egypt,EGY,1928,,3.116840031,
Egypt,EGY,1929,,3.163360031,
Egypt,EGY,1930,,3.314550033,
Egypt,EGY,1931,,3.361070033,
Egypt,EGY,1932,,3.151730031,
Egypt,EGY,1933,,2.767940027,
Egypt,EGY,1934,,2.570230025,
Egypt,EGY,1935,,2.116660021,
Egypt,EGY,1936,,2.128290021,
Egypt,EGY,1937,,1.98873002,
Egypt,EGY,1938,,2.628380026,
Egypt,EGY,1939,,7.745580076,
Egypt,EGY,1940,,10.80427011,
Egypt,EGY,1941,,14.20023014,
Egypt,EGY,1942,,13.74666014,
Egypt,EGY,1943,,14.94455015,
Egypt,EGY,1944,,15.73539015,
Egypt,EGY,1945,,15.70050015,
Egypt,EGY,1946,,14.90966015,
Egypt,EGY,1947,,15.51442015,
Egypt,EGY,1948,,21.87603022,
Egypt,EGY,1949,,26.62107026,
Egypt,EGY,1950,,30.3194103,
Egypt,EGY,1951,,27.12116027,
Egypt,EGY,1952,,27.35376027,
Egypt,EGY,1953,,27.34213027,
Egypt,EGY,1954,,22.91110023,
Egypt,EGY,1955,,21.17823021,
Egypt,EGY,1956,,20.1082702,
Egypt,EGY,1957,,27.87711027,
Egypt,EGY,1958,,37.02992036,
Egypt,EGY,1959,,36.69265036,
Egypt,EGY,1960,,38.59997038,
Egypt,EGY,1961,,44.41497044,
Egypt,EGY,1962,,55.06805054,
Egypt,EGY,1963,,65.68624065,0.626249145
Egypt,EGY,1964,,73.90865073,0.626249145
Egypt,EGY,1965,,75.33914074,0.590119386
Egypt,EGY,1966,,72.76891072,0.674422156
Egypt,EGY,1967,,77.87448077,0.674422156
Egypt,EGY,1968,,123.3594112,0.674422156
Egypt,EGY,1969,,172.0658517,0.855070948
Egypt,EGY,1970,,243.1135224,1.023676487
Egypt,EGY,1971,,245.9977624,1.023676487
Egypt,EGY,1972,,195.8492019,0.855070948
Egypt,EGY,1973,,163.8550716,0.686465409
Egypt,EGY,1974,,142.3628314,0.722595167
Egypt,EGY,1975,,194.8606519,0.662378903
Egypt,EGY,1976,,194.8722819,4.576436058
Egypt,EGY,1977,,279.9922528,5.49172327
Egypt,EGY,1978,,283.9697128,8.791574533
Egypt,EGY,1979,,309.334743,13.40414035
Egypt,EGY,1980,,361.4103299,9.205517251
Egypt,EGY,1981,,363.1790591,15.34252875
Egypt,EGY,1982,,407.3972887,28.8445403
Egypt,EGY,1983,,443.9510252,34.7969137
Egypt,EGY,1984,,499.9607827,43.87933928
Egypt,EGY,1985,,539.4624011,53.70031594
Egypt,EGY,1986,,487.2842594,61.370115
Egypt,EGY,1987,,536.8662487,68.05810935
Egypt,EGY,1988,,514.4602173,74.98356959
Egypt,EGY,1989,,530.1685665,83.87285228
Egypt,EGY,1990,,531.4160335,87.75750256
Egypt,EGY,1991,,534.7400357,98.49903458
Egypt,EGY,1992,,520.6922166,107.1289278
Egypt,EGY,1993,,529.4754192,122.3432728
Egypt,EGY,1994,,532.7928536,129.9266705
Egypt,EGY,1995,,548.0083346,134.6951284
Egypt,EGY,1996,,550.4718206,145.208136
Egypt,EGY,1997,,512.7373984,146.2917788
Egypt,EGY,1998,,500.0405288,148.8925215
Egypt,EGY,1999,0.26569087,514.6374204,158.9703996
Egypt,EGY,2000,0.395130047,467.7329687,198.3066334
Egypt,EGY,2001,0.252065713,441.0388008,266.0343088
Egypt,EGY,2002,0.252065713,437.7909483,270.9107014
Egypt,EGY,2003,0.252065713,438.7010714,324.7677489
Egypt,EGY,2004,0.224815338,412.7577586,352.8340975
Egypt,EGY,2005,0.170314648,402.5474038,448.6715915
Egypt,EGY,2006,,402.5832796,477.1754337
Egypt,EGY,2007,,397.1809262,490.899506
Egypt,EGY,2008,,416.5488645,622.5450294
Egypt,EGY,2009,,429.5775477,661.8169899
Egypt,EGY,2010,,433.4288966,647.4594989
Egypt,EGY,2011,,423.7146114,646.7205104
Egypt,EGY,2012,,419.5948756,639.7529045
Egypt,EGY,2013,,410.1382058,608.0819687
Egypt,EGY,2014,,393.1794005,528.2328219
El Salvador,SLV,1986,,0.001556482,
El Salvador,SLV,1987,,0.028116898,
El Salvador,SLV,1988,,0.032591783,
El Salvador,SLV,1989,,0.008890812,
El Salvador,SLV,1990,,0.036264844,
El Salvador,SLV,1991,,0.065154087,
El Salvador,SLV,1992,,0.025416638,
El Salvador,SLV,1993,,0.010081756,
El Salvador,SLV,1994,,0.018860549,
El Salvador,SLV,1995,,0.032184975,
El Salvador,SLV,1996,,0.083336623,
El Salvador,SLV,1997,,0.182910181,
El Salvador,SLV,1998,,0.294717448,
El Salvador,SLV,1999,,0.342290367,
El Salvador,SLV,2000,,0.348592939,
El Salvador,SLV,2001,,0.394603481,
El Salvador,SLV,2002,,0.163766635,
El Salvador,SLV,2003,,0.062430244,
El Salvador,SLV,2004,,0.120444562,
El Salvador,SLV,2005,,0.569601546,
El Salvador,SLV,2006,,3.129400754,
El Salvador,SLV,2007,,2.533627911,
El Salvador,SLV,2008,,2.465862,
El Salvador,SLV,2009,,1.044464062,
El Salvador,SLV,2010,,0.30461054,
El Salvador,SLV,2011,,0.302841811,
El Salvador,SLV,2012,,0.302841811,
El Salvador,SLV,2013,,0.302841811,
El Salvador,SLV,2014,,0.302841811,
Equatorial Guinea,GNQ,1991,,0.060136792,
Equatorial Guinea,GNQ,1992,,0.913843412,
Equatorial Guinea,GNQ,1993,,2.653093776,
Equatorial Guinea,GNQ,1994,,2.947881973,
Equatorial Guinea,GNQ,1995,,2.947881973,
Equatorial Guinea,GNQ,1996,,10.07762931,
Equatorial Guinea,GNQ,1997,,30.9067266,
Equatorial Guinea,GNQ,1998,,48.93484076,0.216728561
Equatorial Guinea,GNQ,1999,,60.13679226,0.216728561
Equatorial Guinea,GNQ,2000,,98.75404611,0.325092842
Equatorial Guinea,GNQ,2001,,106.9717741,0.325092842
Equatorial Guinea,GNQ,2002,,125.3213254,13.76226363
Equatorial Guinea,GNQ,2003,,121.7274092,14.08735647
Equatorial Guinea,GNQ,2004,,217.0865388,1.083642806
Equatorial Guinea,GNQ,2005,,221.372205,14.08735647
Equatorial Guinea,GNQ,2006,,213.9370806,14.08735647
Equatorial Guinea,GNQ,2007,,217.2758636,31.64236993
Equatorial Guinea,GNQ,2008,,211.7776981,64.47674694
Equatorial Guinea,GNQ,2009,,204.0029071,67.94440392
Equatorial Guinea,GNQ,2010,,190.2624224,70.87023949
Equatorial Guinea,GNQ,2011,,176.2173271,74.55462503
Equatorial Guinea,GNQ,2012,,183.0045129,70.43678237
Equatorial Guinea,GNQ,2013,,171.4472001,68.16113248
Equatorial Guinea,GNQ,2014,,158.5960502,79.85259779
Eritrea,ERI,1994,,0.151981003,
Eritrea,ERI,1995,,0.155152924,
Eritrea,ERI,1996,,0.156326181,
Eritrea,ERI,1997,,0.156756572,
Estonia,EST,1992,,0.048693114,
Estonia,EST,1993,,0.039065332,
Estonia,EST,1994,,0.014650973,
Estonia,EST,1997,,4.327490737,
Estonia,EST,1998,,2.594136137,
Estonia,EST,1999,,1.780520712,
Estonia,EST,2000,,2.798719146,
Estonia,EST,2001,,3.026661171,
Estonia,EST,2002,,3.260593293,
Estonia,EST,2003,,3.618796328,
Estonia,EST,2004,,3.886511177,
Estonia,EST,2005,,4.068077123,
Estonia,EST,2006,,4.292116153,
Estonia,EST,2007,,4.362877112,
Estonia,EST,2008,,4.4807806,
