Entity,Code,Year,Coal (terawatt-hours)
Chile,CHL,2015,85.05484200000001
Chile,CHL,2016,95.75832154543214
China,CHN,1965,1330.7046
China,CHN,1966,1423.5120000000002
China,CHN,1967,1265.344
China,CHN,1968,1255.9237
China,CHN,1969,1516.6101500000002
China,CHN,1970,1929.6496
China,CHN,1971,2224.8771500000003
China,CHN,1972,2352.9234500000002
China,CHN,1973,2383.7429500000003
China,CHN,1974,2358.5640000000003
China,CHN,1975,2658.21095
China,CHN,1976,2723.1645000000003
China,CHN,1977,2995.5391
China,CHN,1978,3289.1966
China,CHN,1979,3402.7054
China,CHN,1980,3539.01921114
China,CHN,1981,3520.1950210699993
China,CHN,1982,3724.83786178
China,CHN,1983,3989.0045195
China,CHN,1984,4338.2664451
China,CHN,1985,4736.2644672
China,CHN,1986,4951.423933120001
China,CHN,1987,5372.2418295
China,CHN,1988,5771.2236100400005
China,CHN,1989,6046.901804579999
China,CHN,1990,6134.517037600001
China,CHN,1991,6433.42777371
China,CHN,1992,6731.4970560599995
China,CHN,1993,7170.356711000001
China,CHN,1994,7641.66728745
China,CHN,1995,7736.850532466999
China,CHN,1996,8095.389509786952
China,CHN,1997,7931.912471250601
China,CHN,1998,7871.7167079050505
China,CHN,1999,8099.03273518206
China,CHN,2000,8211.406204371851
China,CHN,2001,8635.754751243225
China,CHN,2002,9467.457537270244
China,CHN,2003,11283.05857841167
China,CHN,2004,13155.279703915583
China,CHN,2005,15405.105738806564
China,CHN,2006,16918.381738955406
China,CHN,2007,18423.91293498321
China,CHN,2008,18715.920623592017
China,CHN,2009,19605.601270552044
China,CHN,2010,20340.275890070658
China,CHN,2011,22141.805331378175
China,CHN,2012,22420.23367287713
China,CHN,2013,22900.319113977628
China,CHN,2014,22730.653068720127
China,CHN,2015,22255.36204787045
China,CHN,2016,21952.221156986303
Colombia,COL,1965,23.422820000000005
Colombia,COL,1966,23.422820000000005
Colombia,COL,1967,25.7023
Colombia,COL,1968,23.41119
Colombia,COL,1969,24.992870000000003
Colombia,COL,1970,26.08609
Colombia,COL,1971,20.286290410000003
Colombia,COL,1972,21.07747931
Colombia,COL,1973,21.46532818
Colombia,COL,1974,25.957380790000002
Colombia,COL,1975,26.384572845150004
Colombia,COL,1976,25.805707912400006
Colombia,COL,1977,26.45463277925001
Colombia,COL,1978,26.738810259199997
Colombia,COL,1979,26.97199362
Colombia,COL,1980,28.2871122755
Colombia,COL,1981,28.8200116685
Colombia,COL,1982,30.00825923550001
Colombia,COL,1983,33.07452850650001
Colombia,COL,1984,34.43383999900001
Colombia,COL,1985,35.514727547000014
Colombia,COL,1986,35.06842978600001
Colombia,COL,1987,44.0942837985
Colombia,COL,1988,35.17464076099999
Colombia,COL,1989,40.75338545200001
Colombia,COL,1990,18.581999390500002
Colombia,COL,1991,23.3688562185
Colombia,COL,1992,39.086991950500014
Colombia,COL,1993,40.9821283625
Colombia,COL,1994,46.908542018
Colombia,COL,1995,41.9769086698
Colombia,COL,1996,32.54101301425001
Colombia,COL,1997,38.54059885000001
Colombia,COL,1998,36.6529917
Colombia,COL,1999,29.27204931602152
Colombia,COL,2000,31.43781521091948
Colombia,COL,2001,30.958420349999972
Colombia,COL,2002,25.46140897299999
Colombia,COL,2003,28.224831696858306
Colombia,COL,2004,24.698715898999993
Colombia,COL,2005,15.562341996500036
Colombia,COL,2006,43.21789947120846
Colombia,COL,2007,37.57927834466463
Colombia,COL,2008,57.13525351004811
Colombia,COL,2009,46.52516230232286
Colombia,COL,2010,54.58192778095456
Colombia,COL,2011,43.42050875597822
Colombia,COL,2012,53.58164500105093
Colombia,COL,2013,57.91203190097911
Colombia,COL,2014,60.96132056619572
Colombia,COL,2015,61.81027499549294
Colombia,COL,2016,53.319715153970805
Czech Republic,CZE,1965,410.84138
Czech Republic,CZE,1966,409.63186
Czech Republic,CZE,1967,396.14106
Czech Republic,CZE,1968,410.06217000000004
Czech Republic,CZE,1969,426.2046100000001
Czech Republic,CZE,1970,431.47299999999996
Czech Republic,CZE,1971,449.5343900000001
Czech Republic,CZE,1972,443.12626000000006
Czech Republic,CZE,1973,433.60129000000006
Czech Republic,CZE,1974,431.99635000000006
Czech Republic,CZE,1975,441.21894000000003
Czech Republic,CZE,1976,449.82514
Czech Republic,CZE,1977,459.54782
Czech Republic,CZE,1978,461.33884
Czech Republic,CZE,1979,461.4784
Czech Republic,CZE,1980,447.18513
Czech Republic,CZE,1981,445.3708500000001
Czech Republic,CZE,1982,448.82496000000003
Czech Republic,CZE,1983,446.30125000000004
Czech Republic,CZE,1984,454.70974
Czech Republic,CZE,1985,444.83587000000006
Czech Republic,CZE,1986,442.82388000000003
Czech Republic,CZE,1987,437.67179000000004
Czech Republic,CZE,1988,442.80062
Czech Republic,CZE,1989,425.7510400000001
Czech Republic,CZE,1990,365.819324
Czech Republic,CZE,1991,335.846488
Czech Republic,CZE,1992,300.326142
Czech Republic,CZE,1993,286.21546300000006
Czech Republic,CZE,1994,265.64083000000005
Czech Republic,CZE,1995,263.533474
Czech Republic,CZE,1996,262.41699400000005
Czech Republic,CZE,1997,269.50315300000005
Czech Republic,CZE,1998,247.18750900000003
Czech Republic,CZE,1999,214.089692
Czech Republic,CZE,2000,251.70692700000004
Czech Republic,CZE,2001,246.38271300000005
Czech Republic,CZE,2002,241.80630800000006
Czech Republic,CZE,2003,244.747535
Czech Republic,CZE,2004,244.03112700000003
Czech Republic,CZE,2005,235.478425
Czech Republic,CZE,2006,244.641702
Czech Republic,CZE,2007,248.755233
Czech Republic,CZE,2008,229.590156
Czech Republic,CZE,2009,205.32881300000003
Czech Republic,CZE,2010,218.26835100000002
Czech Republic,CZE,2011,214.155983
Czech Republic,CZE,2012,202.448062
Czech Republic,CZE,2013,200.06740100000002
Czech Republic,CZE,2014,186.50914700000004
Czech Republic,CZE,2015,192.82540000000003
Czech Republic,CZE,2016,196.55048900000003
Denmark,DNK,1965,43.008903000000004
Denmark,DNK,1966,48.74481900000001
Denmark,DNK,1967,41.733092000000006
Denmark,DNK,1968,37.392776
Denmark,DNK,1969,34.154984000000006
Denmark,DNK,1970,27.318870000000004
Denmark,DNK,1971,16.718125
Denmark,DNK,1972,17.079818
Denmark,DNK,1973,26.177967000000002
Denmark,DNK,1974,24.728869000000003
Denmark,DNK,1975,23.857782000000004
Denmark,DNK,1976,33.146663000000004
Denmark,DNK,1977,38.130118
Denmark,DNK,1978,42.008723
Denmark,DNK,1979,50.09738800000001
Denmark,DNK,1980,71.49775100000001
Denmark,DNK,1981,57.14400500000001
Denmark,DNK,1982,68.932173
Denmark,DNK,1983,65.83045200000001
Denmark,DNK,1984,69.38574300000002
Denmark,DNK,1985,84.569871
Denmark,DNK,1986,85.54562800000002
Denmark,DNK,1987,83.970926
Denmark,DNK,1988,78.56762800000001
Denmark,DNK,1989,64.56976000000002
Denmark,DNK,1990,70.833678
Denmark,DNK,1991,96.074267
Denmark,DNK,1992,80.024867
Denmark,DNK,1993,83.94417700000001
Denmark,DNK,1994,90.270897
Denmark,DNK,1995,75.460092
Denmark,DNK,1996,103.72331800000002
Denmark,DNK,1997,77.10806300000002
Denmark,DNK,1998,65.531561
Denmark,DNK,1999,55.052931
Denmark,DNK,2000,46.18273000000001
Denmark,DNK,2001,48.81576200000001
Denmark,DNK,2002,48.873912000000004
Denmark,DNK,2003,66.682931
Denmark,DNK,2004,51.113850000000006
Denmark,DNK,2005,43.12641486111112
Denmark,DNK,2006,65.44173613888891
Denmark,DNK,2007,54.108310972222235
Denmark,DNK,2008,47.65503442500002
Denmark,DNK,2009,46.88334623055558
Denmark,DNK,2010,44.57366587222224
Denmark,DNK,2011,37.6604984888889
Denmark,DNK,2012,28.763183780555565
Denmark,DNK,2013,37.63481134444446
Denmark,DNK,2014,30.544028902777786
Denmark,DNK,2015,20.100757302777783
Denmark,DNK,2016,24.354530827500007
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Egypt,EGY,1965,4.686890000000001
Egypt,EGY,1966,3.1866200000000005
Egypt,EGY,1967,4.90786
Egypt,EGY,1968,5.10557
Egypt,EGY,1969,5.512620000000001
Egypt,EGY,1970,5.0823100000000005
Egypt,EGY,1971,4.170669190000001
Egypt,EGY,1972,3.6906874600000004
Egypt,EGY,1973,3.21467156
Egypt,EGY,1974,5.6131380900000005
Egypt,EGY,1975,6.70846312
Egypt,EGY,1976,6.5616460000000005
Egypt,EGY,1977,7.483579360000001
Egypt,EGY,1978,7.169197200000002
Egypt,EGY,1979,7.95214043
Egypt,EGY,1980,6.402082400000001
Egypt,EGY,1981,8.25132218
Egypt,EGY,1982,8.52677873
Egypt,EGY,1983,8.087850900000001
Egypt,EGY,1984,8.201476000000001
Egypt,EGY,1985,8.659639850000001
Egypt,EGY,1986,8.7069158
Egypt,EGY,1987,9.21078555
Egypt,EGY,1988,10.068684130000001
Egypt,EGY,1989,10.30473824
Egypt,EGY,1990,8.82841441
Egypt,EGY,1991,9.086646930000002
Egypt,EGY,1992,9.30814028
Egypt,EGY,1993,11.21232018
Egypt,EGY,1994,12.06716007
Egypt,EGY,1995,8.074232170000002
Egypt,EGY,1996,11.097346000000002
Egypt,EGY,1997,9.392376370000001
Egypt,EGY,1998,9.24011641
Egypt,EGY,1999,8.39926741
Egypt,EGY,2000,10.1112383
Egypt,EGY,2001,8.894670520000002
Egypt,EGY,2002,9.54212425
Egypt,EGY,2003,9.89404805
Egypt,EGY,2004,10.1125176
Egypt,EGY,2005,9.89404805
Egypt,EGY,2006,9.8995723
Egypt,EGY,2007,8.99910792
Egypt,EGY,2008,8.098236490000001
Egypt,EGY,2009,7.197783740000001
Egypt,EGY,2010,5.3964363
Egypt,EGY,2011,5.126364440000001
Egypt,EGY,2012,4.54181738
Egypt,EGY,2013,4.48714475
Egypt,EGY,2014,4.58583693
Egypt,EGY,2015,4.786331152000001
Egypt,EGY,2016,5.005718309000001
Europe & Eurasia,,1965,9553.958950358834
Europe & Eurasia,,1966,9432.937412056104
Europe & Eurasia,,1967,9298.940793315187
Europe & Eurasia,,1968,9354.561907159796
Europe & Eurasia,,1969,9498.280695570318
Europe & Eurasia,,1970,9355.296714193288
Europe & Eurasia,,1971,9183.727502321226
Europe & Eurasia,,1972,9096.853143642895
Europe & Eurasia,,1973,9226.1098261014
Europe & Eurasia,,1974,9196.179441079306
Europe & Eurasia,,1975,9181.349543723041
Europe & Eurasia,,1976,9422.639238710222
Europe & Eurasia,,1977,9480.577243211213
Europe & Eurasia,,1978,9556.49524142355
Europe & Eurasia,,1979,9827.013348021977
Europe & Eurasia,,1980,9811.949260073043
Europe & Eurasia,,1981,9687.353641580556
Europe & Eurasia,,1982,9779.62879730721
Europe & Eurasia,,1983,9870.811854629716
Europe & Eurasia,,1984,9823.289175853464
Europe & Eurasia,,1985,10015.858243874449
Europe & Eurasia,,1986,10055.4569695918
Europe & Eurasia,,1987,10171.378190733143
Europe & Eurasia,,1988,9991.937423158806
Europe & Eurasia,,1989,9815.055949202399
Europe & Eurasia,,1990,9281.136760373296
Europe & Eurasia,,1991,8659.202401962075
Europe & Eurasia,,1992,8164.837214700911
Europe & Eurasia,,1993,7531.841192678908
Europe & Eurasia,,1994,7034.5853180850245
Europe & Eurasia,,1995,6788.585265207425
Europe & Eurasia,,1996,6627.003943655723
Europe & Eurasia,,1997,6423.36720803533
Europe & Eurasia,,1998,6172.041648595169
Europe & Eurasia,,1999,5911.622631464392
Europe & Eurasia,,2000,6084.735865752784
Europe & Eurasia,,2001,6074.406751017207
Europe & Eurasia,,2002,6077.363617887678
Europe & Eurasia,,2003,6283.74959416356
Europe & Eurasia,,2004,6188.99114945448
Europe & Eurasia,,2005,5991.60813437182
Europe & Eurasia,,2006,6237.331773218012
Europe & Eurasia,,2007,6282.4128308306945
Europe & Eurasia,,2008,6144.404922549964
Europe & Eurasia,,2009,5533.149045766283
Europe & Eurasia,,2010,5727.8753066868
Europe & Eurasia,,2011,5988.355066811744
Europe & Eurasia,,2012,6141.394136765006
Europe & Eurasia,,2013,5908.678616790879
Europe & Eurasia,,2014,5666.891159597586
Europe & Eurasia,,2015,5481.671393746951
Europe & Eurasia,,2016,5251.691322139991
European Union,,1965,5923.0016027074125
European Union,,1966,5676.826065859166
European Union,,1967,5507.208757830492
European Union,,1968,5587.422853288411
European Union,,1969,5660.977193331124
European Union,,1970,5556.433003005199
European Union,,1971,5302.770302819082
European Union,,1972,5114.997191907743
European Union,,1973,5192.002384157776
European Union,,1974,5133.936912710502
European Union,,1975,5000.146247251268
European Union,,1976,5235.381500777026
European Union,,1977,5221.042434971052
European Union,,1978,5307.2938837739885
European Union,,1979,5529.900631646188
European Union,,1980,5639.37929819325
European Union,,1981,5514.312755151067
European Union,,1982,5532.140813860811
European Union,,1983,5580.5903479846065
European Union,,1984,5536.944351046222
European Union,,1985,5857.600109370378
European Union,,1986,5786.645696047667
European Union,,1987,5852.9302773825275
European Union,,1988,5763.569339027648
European Union,,1989,5746.711423325716
European Union,,1990,5319.603259276557
European Union,,1991,5058.114545942652
European Union,,1992,4705.507001591219
European Union,,1993,4426.184645052793
European Union,,1994,4301.2247721082995
European Union,,1995,4226.83754489984
European Union,,1996,4196.632949586857
European Union,,1997,4046.328012028266
European Union,,1998,3867.2456079115996
European Union,,1999,3643.513329683108
European Union,,2000,3732.957023369389
European Union,,2001,3744.767801543712
European Union,,2002,3731.450879056943
European Union,,2003,3861.80719537646
European Union,,2004,3789.458142642495
European Union,,2005,3681.2079066647516
European Union,,2006,3805.1747797584885
European Union,,2007,3818.7820237494752
European Union,,2008,3530.982114211128
European Union,,2009,3109.5592552093976
European Union,,2010,3258.4364278974376
European Union,,2011,3350.8021886570555
European Union,,2012,3422.6699644675255
European Union,,2013,3348.8799958484788
European Union,,2014,3121.576179038233
European Union,,2015,3037.1606870772835
European Union,,2016,2773.006385523493
Finland,FIN,1965,20.25982053
Finland,FIN,1966,18.80453537
Finland,FIN,1967,18.091895490000002
Finland,FIN,1968,21.78861892
Finland,FIN,1969,26.13805284
Finland,FIN,1970,26.443333333333342
Finland,FIN,1971,23.44416666666668
Finland,FIN,1972,26.033611111111117
Finland,FIN,1973,28.91916666666668
Finland,FIN,1974,29.472777777777782
Finland,FIN,1975,26.703611111111123
Finland,FIN,1976,36.01861111111112
Finland,FIN,1977,36.33055555555556
Finland,FIN,1978,49.00388888888891
Finland,FIN,1979,47.22277777777779
Finland,FIN,1980,53.60916666666668
Finland,FIN,1981,32.91527777777779
Finland,FIN,1982,36.52861111111112
Finland,FIN,1983,39.69444444444446
Finland,FIN,1984,45.72666666666668
Finland,FIN,1985,57.98055555555557
Finland,FIN,1986,53.0102777777778
Finland,FIN,1987,59.393055555555584
Finland,FIN,1988,59.45500000000002
Finland,FIN,1989,58.16111111111113
Finland,FIN,1990,61.24250000000003
Finland,FIN,1991,61.1777777777778
Finland,FIN,1992,55.680000000000014
Finland,FIN,1993,63.677500000000016
Finland,FIN,1994,77.5566666666667
Finland,FIN,1995,68.60500000000003
Finland,FIN,1996,81.74694444444447
Finland,FIN,1997,77.42805555555559
Finland,FIN,1998,63.53861111111113
Finland,FIN,1999,61.56583333333336
Finland,FIN,2000,58.32722222222224
Finland,FIN,2001,70.48916666666669
Finland,FIN,2002,76.59083333333335
Finland,FIN,2003,95.59250000000002
Finland,FIN,2004,85.87972222222226
Finland,FIN,2005,55.168611111111126
Finland,FIN,2006,86.1541666666667
Finland,FIN,2007,81.35305555555558
Finland,FIN,2008,62.04361111111113
Finland,FIN,2009,62.48972222222224
Finland,FIN,2010,78.92500000000003
Finland,FIN,2011,64.11750000000002
Finland,FIN,2012,52.50166666666669
Finland,FIN,2013,58.11055555555558
Finland,FIN,2014,51.955277777777795
Finland,FIN,2015,44.029166666666676
Finland,FIN,2016,47.661111111111126
France,FRA,1965,481.13544041478275
France,FRA,1966,445.81408674860626
France,FRA,1967,440.04258626871643
France,FRA,1968,423.16084973118757
France,FRA,1969,423.6030596771493
France,FRA,1970,403.1711101719706
France,FRA,1971,369.43515421022505
France,FRA,1972,328.61258745519734
France,FRA,1973,325.0417786175876
France,FRA,1974,329.00662221281266
France,FRA,1975,288.4420903449861
France,FRA,1976,339.1309044419951
France,FRA,1977,326.6252508078921
France,FRA,1978,340.78447054072114
France,FRA,1979,370.0985241355994
France,FRA,1980,362.36108381967176
France,FRA,1981,330.29200000000003
France,FRA,1982,337.7352000000001
France,FRA,1983,305.63640000000004
France,FRA,1984,292.2619
France,FRA,1985,283.6557
France,FRA,1986,234.4608
France,FRA,1987,213.41050000000004
France,FRA,1988,208.40959999999998
France,FRA,1989,226.90130000000002
France,FRA,1990,220.85370000000003
France,FRA,1991,235.04229999999998
France,FRA,1992,207.24660000000003
France,FRA,1993,169.3328
France,FRA,1994,166.54160000000002
France,FRA,1995,170.4958
France,FRA,1996,181.66060000000004
France,FRA,1997,159.0984
France,FRA,1998,189.2201
France,FRA,1999,169.44910000000002
France,FRA,2000,164.76129123
France,FRA,2001,144.1878096
France,FRA,2002,148.60989613
France,FRA,2003,157.97934977000003
France,FRA,2004,150.38844877000002
France,FRA,2005,156.18452676
France,FRA,2006,144.31758877
France,FRA,2007,149.40895854000001
France,FRA,2008,140.40899000000002
France,FRA,2009,125.02830337000002
France,FRA,2010,133.87088312
France,FRA,2011,113.60685253000003
France,FRA,2012,128.70035736030002
France,FRA,2013,134.49423747801004
France,FRA,2014,100.44779362800003
France,FRA,2015,97.50257445605001
France,FRA,2016,96.70944107828902
Germany,DEU,1965,1869.4765373879281
Germany,DEU,1966,1745.3394264530693
Germany,DEU,1967,1681.3044330522334
Germany,DEU,1968,1705.4390288510529
Germany,DEU,1969,1755.9604778491325
Germany,DEU,1970,1733.9981100000002
Germany,DEU,1971,1659.3800300000003
Germany,DEU,1972,1619.8612900000003
Germany,DEU,1973,1625.12968
Germany,DEU,1974,1632.11931
Germany,DEU,1975,1478.56842
Germany,DEU,1976,1560.83904
Germany,DEU,1977,1499.00233
Germany,DEU,1978,1518.48258
Germany,DEU,1979,1606.7775400000003
Germany,DEU,1980,1643.7609400000001
Germany,DEU,1981,1671.31241
Germany,DEU,1982,1631.4796600000002
Germany,DEU,1983,1690.96711
Germany,DEU,1984,1745.24432
Germany,DEU,1985,1735.9984700000002
Germany,DEU,1986,1640.37661
Germany,DEU,1987,1633.6312100000002
Germany,DEU,1988,1614.3951900000004
Germany,DEU,1989,1640.09749
Germany,DEU,1990,1529.6908333333338
Germany,DEU,1991,1343.5952777777782
Germany,DEU,1992,1214.4979822222226
Germany,DEU,1993,1145.7742124444446
Germany,DEU,1994,1111.4515933333337
Germany,DEU,1995,1053.9393711111113
Germany,DEU,1996,1049.4018711111116
Germany,DEU,1997,1016.8182600000002
Germany,DEU,1998,992.5123228888891
Germany,DEU,1999,955.5816635555559
Germany,DEU,2000,992.0958302222224
Germany,DEU,2001,994.9360377777779
Germany,DEU,2002,997.1488155555558
Germany,DEU,2003,1013.6199266666672
Germany,DEU,2004,988.1100125000004
Germany,DEU,2005,945.3872428888892
Germany,DEU,2006,983.3112671666671
Germany,DEU,2007,1008.2867241666671
Germany,DEU,2008,931.8082311111114
Germany,DEU,2009,834.292436388889
Germany,DEU,2010,896.1722222222226
Germany,DEU,2011,910.7911111111114
Germany,DEU,2012,936.074166666667
Germany,DEU,2013,963.3986111111116
Germany,DEU,2014,925.8950000000002
Germany,DEU,2015,912.619166666667
Germany,DEU,2016,875.5555555555558
Greece,GRC,1965,24.504410000000004
Greece,GRC,1966,24.457890000000003
Greece,GRC,1967,23.3763
Greece,GRC,1968,26.400100000000002
Greece,GRC,1969,25.55111
Greece,GRC,1970,29.400640000000003
Greece,GRC,1971,43.333380000000005
Greece,GRC,1972,46.287400000000005
Greece,GRC,1973,54.44003000000001
Greece,GRC,1974,57.33590000000001
Greece,GRC,1975,75.08328
Greece,GRC,1976,88.72527000000001
Greece,GRC,1977,94.36582000000001
Greece,GRC,1978,83.91045
Greece,GRC,1979,46.066430000000004
Greece,GRC,1980,46.066430000000004
Greece,GRC,1981,45.60123000000001
Greece,GRC,1982,46.29903000000001
Greece,GRC,1983,56.77766
Greece,GRC,1984,60.627190000000006
Greece,GRC,1985,70.30335000000001
Greece,GRC,1986,67.09347000000001
Greece,GRC,1987,76.59518000000001
Greece,GRC,1988,85.96896
Greece,GRC,1989,92.42361000000001
Greece,GRC,1990,93.801765
Greece,GRC,1991,90.343003
Greece,GRC,1992,95.061294
Greece,GRC,1993,94.96941699999999
Greece,GRC,1994,98.57704300000002
Greece,GRC,1995,97.562907
Greece,GRC,1996,92.43989200000001
Greece,GRC,1997,99.337645
Greece,GRC,1998,103.76285999999999
Greece,GRC,1999,99.58187500000001
Greece,GRC,2000,105.109614
Greece,GRC,2001,108.25087699999999
Greece,GRC,2002,104.37808700000001
Greece,GRC,2003,103.45466500000003
Greece,GRC,2004,105.72949300000002
Greece,GRC,2005,104.02220900000003
Greece,GRC,2006,97.966468
Greece,GRC,2007,102.76384300000002
Greece,GRC,2008,96.767415
Greece,GRC,2009,97.98856500000002
Greece,GRC,2010,91.44669000000002
Greece,GRC,2011,91.72697300000002
Greece,GRC,2012,94.61819100000001
Greece,GRC,2013,81.18554100000001
Greece,GRC,2014,77.77097300000001
Greece,GRC,2015,65.202432
Greece,GRC,2016,54.444114456
Hong Kong,HKG,1965,1.43049
Hong Kong,HKG,1966,1.23278
Hong Kong,HKG,1967,0.9885500000000002
Hong Kong,HKG,1968,0.70943
Hong Kong,HKG,1969,0.41868000000000005
Hong Kong,HKG,1970,0.24423000000000003
Hong Kong,HKG,1971,0.31401
Hong Kong,HKG,1972,0.15119000000000002
Hong Kong,HKG,1973,0.08141000000000001
Hong Kong,HKG,1974,0.08141000000000001
Hong Kong,HKG,1975,0.06978000000000001
Hong Kong,HKG,1976,0.09304000000000001
Hong Kong,HKG,1977,0.08141000000000001
Hong Kong,HKG,1978,0.05815000000000001
Hong Kong,HKG,1979,0.046520000000000006
Hong Kong,HKG,1980,0.023260000000000003
Hong Kong,HKG,1981,0.4070500000000001
Hong Kong,HKG,1982,10.408850000000001
Hong Kong,HKG,1983,24.44626
Hong Kong,HKG,1984,31.912720000000004
Hong Kong,HKG,1985,39.507110000000004
Hong Kong,HKG,1986,45.717530000000004
Hong Kong,HKG,1987,57.28938000000001
Hong Kong,HKG,1988,66.27937
Hong Kong,HKG,1989,71.01278
Hong Kong,HKG,1990,63.87196
Hong Kong,HKG,1991,68.91938
Hong Kong,HKG,1992,73.05966000000001
Hong Kong,HKG,1993,84.60825000000001
Hong Kong,HKG,1994,60.44111
Hong Kong,HKG,1995,65.15126000000001
Hong Kong,HKG,1996,48.415690000000005
Hong Kong,HKG,1997,40.856190000000005
Hong Kong,HKG,1998,50.78821000000001
Hong Kong,HKG,1999,43.41361111111112
Hong Kong,HKG,2000,50.449722222222235
Hong Kong,HKG,2001,79.68833333333336
Hong Kong,HKG,2002,61.98861111111113
Hong Kong,HKG,2003,78.6152777777778
Hong Kong,HKG,2004,73.40638888888893
Hong Kong,HKG,2005,79.86222222222226
Hong Kong,HKG,2006,79.7341666666667
Hong Kong,HKG,2007,86.9980555555556
Hong Kong,HKG,2008,79.72166666666669
Hong Kong,HKG,2009,83.24777777777781
Hong Kong,HKG,2010,72.42305555555558
Hong Kong,HKG,2011,86.14694444444449
Hong Kong,HKG,2012,84.7966666666667
Hong Kong,HKG,2013,90.37638888888893
Hong Kong,HKG,2014,94.72611111111115
Hong Kong,HKG,2015,77.90111111111115
Hong Kong,HKG,2016,77.8952777777778
Hungary,HUN,1965,126.8833
Hungary,HUN,1966,121.68469000000002
Hungary,HUN,1967,105.56551
Hungary,HUN,1968,104.19317000000001
Hungary,HUN,1969,105.75159000000001
Hungary,HUN,1970,107.47283
Hungary,HUN,1971,104.03035000000001
Hungary,HUN,1972,101.09959
Hungary,HUN,1973,101.62294
Hungary,HUN,1974,96.92442
Hungary,HUN,1975,92.3422
Hungary,HUN,1976,93.56335
Hungary,HUN,1977,95.16829
Hungary,HUN,1978,95.07525000000001
Hungary,HUN,1979,95.80794
Hungary,HUN,1980,93.94714
Hungary,HUN,1981,94.40071000000002
Hungary,HUN,1982,98.42469000000001
Hungary,HUN,1983,92.52828000000001
Hungary,HUN,1984,90.03946000000002
Hungary,HUN,1985,88.43452
Hungary,HUN,1986,87.39945000000002
Hungary,HUN,1987,87.35293000000001
Hungary,HUN,1988,82.42181000000001
Hungary,HUN,1989,73.82724
Hungary,HUN,1990,72.47001900000001
Hungary,HUN,1991,70.32893600000001
Hungary,HUN,1992,60.87956100000002
Hungary,HUN,1993,56.54854900000001
Hungary,HUN,1994,55.000596
Hungary,HUN,1995,53.762001000000005
Hungary,HUN,1996,55.158764000000005
Hungary,HUN,1997,53.49567400000001
Hungary,HUN,1998,49.77523700000001
Hungary,HUN,1999,48.37963700000001
Hungary,HUN,2000,44.777826000000005
Hungary,HUN,2001,42.102926000000004
Hungary,HUN,2002,42.11223
Hungary,HUN,2003,43.58226200000001
Hungary,HUN,2004,39.245435
Hungary,HUN,2005,35.252856
Hungary,HUN,2006,35.78551
Hungary,HUN,2007,36.456561
Hungary,HUN,2008,35.512205
Hungary,HUN,2009,29.829787
Hungary,HUN,2010,31.754552000000007
Hungary,HUN,2011,31.499855
Hungary,HUN,2012,30.198458000000006
Hungary,HUN,2013,26.296593
Hungary,HUN,2014,25.795340000000003
Hungary,HUN,2015,27.48169
Hungary,HUN,2016,26.567773199000005
India,IND,1965,413.40735112656404
India,IND,1966,412.415361267966
India,IND,1967,419.285251408205
India,IND,1968,433.82471704684
India,IND,1969,460.84120704684005
India,IND,1970,436.8088767617101
India,IND,1971,442.8722018359
India,IND,1972,467.6830868984601
India,IND,1973,461.44940689846004
India,IND,1974,520.8561021094
India,IND,1975,559.90620225778
India,IND,1976,583.0348323945301
India,IND,1977,610.3461674687201
India,IND,1978,590.6641123945301
India,IND,1979,627.4928825312801
India,IND,1980,659.5649826796601
India,IND,1981,742.1424172828889
India,IND,1982,733.9040325
India,IND,1983,779.0480509254932
India,IND,1984,818.3108301734723
India,IND,1985,857.3970792710078
India,IND,1986,921.2400536380861
India,IND,1987,1011.6298346869432
India,IND,1988,1085.5573500172
India,IND,1989,1179.9411298664802
India,IND,1990,1276.0251443769114
